TA843079N00,31500,A1,4300,WAIT,,56,4.94,
TA842902N03,39000,A1,4300,WAIT,,53,6.62,
TA842886N00,39000,A1,4300,WAIT,,56,26.70,
TA842916N00,39000,A1,4300,WAIT,,56,15.39,
TA842915N00,39000,A1,4300,WAIT,,56,19.93,
TA842885N01,39000,A2,4300,WAIT,,55,4.28,
TA842906N00,39000,A2,4300,WAIT,,56,0.92,
TA842899N00,39000,A2,4300,WAIT,,56,3.12,
TA842812N01,39000,A2,4300,WAIT,,55,20.92,
TA842918N00,39000,A2,4300,WAIT,,53,5.80,
TA842830N00,39000,A2,4300,WAIT,,47,20.76,
TA842893N00,39000,A2,4300,WAIT,,53,13.69,
TA842945N00,39000,A2,4300,WAIT,,52,4.00,
TA842922N00,39000,A2,4300,WAIT,,52,18.89,
TA842820N03,39000,A2,4300,WAIT,,50,13.40,
TA842826N00,39000,A4,4300,WAIT,,56,12.07,
TA842932N00,39000,A4,4300,WAIT,,56,6.62,
TA842941N02,39000,A4,4300,WAIT,,53,10.56,
TA842882N00,39000,A4,4300,WAIT,,56,12.76,
TA842969N00,39000,A4,4300,WAIT,,56,6.65,
TA842853N00,39000,A4,4300,WAIT,,55,6.41,1
TA842879N00,39000,A4,4300,WAIT,,55,5.51,1
TA842888N00,39000,A4,4300,WAIT,,56,9.81,
TA842966N00,39000,A4,4300,WAIT,,56,11.60,
TA842943N00,39000,A4,4300,WAIT,,56,9.09,
TA842973N00,39000,A4,4300,WAIT,,56,2.17,
TA842909N00,39000,A4,4300,WAIT,,49,0.25,
TA842838N00,39000,A4,4300,RUN,TAPHL800,54,0.27,
TA842836N08,39000,A5,4300,WAIT,,27,3.39,
TA842868N02,39000,A5,4300,WAIT,,50,10.15,
TA842846N01,39000,A5,4300,WAIT,,37,3.62,
TA842874N01,39000,A5,4300,WAIT,,55,9.70,
TA842714N03,39000,A5,4300,WAIT,,53,17.97,
TA842983N00,39000,A5,4300,WAIT,,55,2.24,
TA842929N00,39000,A5,4300,WAIT,,51,4.70,
TA842952N00,39000,A5,4300,WAIT,,56,3.07,
TA842847N01,39000,A5,4300,WAIT,,51,15.49,
TA842997N00,39000,A5,4300,WAIT,,55,0.59,
TA842924N00,39000,A5,4300,WAIT,,56,8.12,1
TA842884N00,39000,A5,4300,WAIT,,56,16.28,
TA842866N01,39000,A5,4300,WAIT,,55,10.99,
TA842839N00,39000,A5,4300,WAIT,,54,0.36,
TA842855N00,39000,A5,4300,WAIT,,56,12.75,
TA842823N01,39000,A5,4300,WAIT,,52,14.10,
TA842828N01,39000,A5,4300,WAIT,,54,7.64,
TA843052N00,39000,A5,4300,WAIT,,54,1.20,
TA842495N06,39000,A5,4300,WAIT,,54,8.96,
TA842959N01,39000,A5,4300,WAIT,,54,0.49,
TA842832N03,39000,A5,4300,WAIT,,52,12.05,
TA842995N00,39000,A5,4300,WAIT,,55,0.71,1
TA842876N00,39000,A5,4300,WAIT,,56,3.45,
TA842972N00,39000,A5,4300,RUN,TAPHLC00,56,0.80,
TA842802N00,42500,A1,4300,WAIT,,55,1.41,
TA842800N02,42500,A1,4300,WAIT,,53,0.16,
TA842751N01,42500,A1,4300,WAIT,,55,7.84,
TA842863N01,42500,A1,4300,WAIT,,54,0.66,
TA842750N02,42500,A1,4300,WAIT,,54,6.71,
TA842628N03,42500,A1,4300,WAIT,,56,0.68,
TA842907N01,42500,A1,4300,RUN,TAPHLD00,56,0.70,
TA842090N08,48500,A3,4300,WAIT,,52,8.66,
TA842081N0C,48500,A3,4300,WAIT,,56,20.20,
TA842077N0C,48500,A3,4300,RUN,TAPHL200,56,0.34,
TA841832N0C,48500,A3,4300,WAIT,,56,0.32,
TA842818N03,39000,A4,4300,WAIT,,3,0.41,
